occupation,age,gender,education,years_of_experience,current_salary,salary_10_years,salary_growth,growth_percentage
Business Analyst,41,Female,High School,2,73945,107628,33683,45.55142335519643
Data Scientist,33,Female,Bachelor,9,133059,261747,128688,96.71499109417627
Project Manager,65,Female,Bachelor,25,110708,176083,65375,59.05173971167395
DevOps Engineer,63,Female,PhD,8,162177,383140,220963,136.2480499700944
Business Analyst,23,Female,High School,1,78166,118034,39868,51.004272957551876
Data Engineer,57,Female,Master,13,170967,388338,217371,127.14208005053607
Data Scientist,27,Male,PhD,4,190439,511976,321537,168.83989098871555
Designer,51,Other,Bachelor,20,110644,160657,50013,45.201728064784355
Business Analyst,27,Other,PhD,3,126784,242100,115316,90.95469459868754
Product Manager,26,Other,PhD,2,154836,389096,234260,151.2955643390426
Data Engineer,44,Male,Bachelor,20,162138,334171,172033,106.10282598773884
Data Engineer,38,Female,High School,7,109618,203365,93747,85.52153843346896
Designer,45,Female,PhD,2,117009,197981,80972,69.2015144134212
Business Analyst,33,Female,Bachelor,5,84614,131402,46788,55.29581393150069
Data Scientist,38,Female,High School,16,133237,237484,104247,78.241779685823
Data Engineer,25,Other,High School,1,102354,201581,99227,96.94491666178166
Product Manager,25,Male,Bachelor,1,123173,245718,122545,99.490148003215
Data Scientist,31,Male,PhD,1,141890,350033,208143,146.6932130523645
Data Engineer,33,Other,Master,8,157130,371983,214853,136.73582384013235
Product Manager,42,Female,PhD,19,189849,440249,250400,131.8942949396626
DevOps Engineer,33,Female,High School,5,110151,196335,86184,78.24168641228859
Designer,51,Female,High School,6,84580,116232,31652,37.42255852447387
Business Analyst,22,Male,Master,0,103448,184213,80765,78.07304152811074
Designer,65,Male,Bachelor,21,109739,159343,49604,45.20179699104238
Business Analyst,27,Female,Bachelor,0,86228,139788,53560,62.1143943962518
Designer,31,Other,PhD,7,143176,242256,99080,69.20154215790356
Project Manager,60,Male,Bachelor,23,107010,170202,63192,59.052425007008694
Data Scientist,53,Male,PhD,11,163155,385450,222295,136.2477398792559
Consultant,53,Female,PhD,9,148895,312489,163594,109.87205749017764
Business Analyst,61,Male,Bachelor,22,92786,141021,48235,51.98521328648719
Business Analyst,42,Male,PhD,1,98367,177410,79043,80.35520042290607
Software Engineer,41,Female,High School,2,116008,223975,107967,93.06858147713952
Designer,45,Female,Bachelor,7,91061,134792,43731,48.02385214306893
Product Manager,32,Other,Bachelor,1,117168,219940,102772,87.71336883790795
DevOps Engineer,34,Other,High School,7,106956,190640,83684,78.24151987733273
Data Engineer,51,Male,Bachelor,18,139708,278054,138346,99.02510951412947
Designer,33,Male,PhD,7,128699,217761,89062,69.2017808996185
Consultant,26,Female,PhD,1,148136,347806,199670,134.78830264081654
Data Engineer,47,Other,High School,7,112754,209183,96429,85.52157794845415
Data Scientist,34,Female,Master,4,148412,332477,184065,124.02299005471255
Data Scientist,28,Male,Master,1,158499,383568,225069,142.00026498589898
Business Analyst,30,Female,PhD,4,112369,202664,90295,80.35579207788625
DevOps Engineer,36,Male,High School,9,109807,195721,85914,78.24091360295792
Business Analyst,36,Other,PhD,3,112829,203493,90664,80.35522782263426
Software Engineer,65,Other,PhD,25,238790,634155,395365,165.5701662548683
Business Analyst,48,Male,High School,6,67245,97876,30631,45.55134210721987
Business Analyst,25,Female,Master,3,108438,193099,84661,78.07318467695826
Product Manager,65,Male,Bachelor,11,118826,216338,97512,82.06284819820578
Software Engineer,33,Male,PhD,4,189419,528227,338808,178.86695632433916
Designer,26,Other,PhD,1,139960,249231,109271,78.07302086310375
Business Analyst,35,Male,Bachelor,10,97887,152015,54128,55.29641321115163
DevOps Engineer,28,Male,High School,0,108307,204167,95860,88.50766801776432
Data Engineer,36,Other,Bachelor,5,121700,250827,129127,106.10271158586689
Data Engineer,31,Other,Bachelor,5,138718,285902,147184,106.10302916708719
Data Scientist,44,Male,PhD,11,171713,423604,251891,146.69302848357432
Product Manager,39,Male,Master,10,164738,349125,184387,111.92742415229031
Consultant,62,Female,Master,13,136229,264002,127773,93.7928047625689
Consultant,36,Male,Master,11,131523,263602,132079,100.42273974894125
DevOps Engineer,63,Female,High School,0,84585,146585,62000,73.29904829461489
Software Engineer,48,Other,PhD,23,233049,649897,416848,178.86710520105214
Designer,59,Female,Master,22,137112,214156,77044,56.19055954256375
Software Engineer,25,Male,Master,2,156710,427638,270928,172.88494671686553
Software Engineer,52,Other,PhD,14,191801,509366,317565,165.57004395180422
Project Manager,64,Other,PhD,33,161036,299812,138776,86.17700389974912
Software Engineer,37,Female,PhD,8,203094,566362,363268,178.86692861433622
DevOps Engineer,65,Female,PhD,29,227338,537081,309743,136.24778963481688
Designer,33,Female,High School,6,74786,104478,29692,39.702618137084485
DevOps Engineer,44,Other,Master,21,187599,420265,232666,124.02304916337508
Business Analyst,42,Male,PhD,14,129671,233869,104198,80.355669347811
Product Manager,51,Other,High School,12,98673,164576,65903,66.78929393045718
DevOps Engineer,65,Other,PhD,6,142505,336665,194160,136.24785095259816
Product Manager,55,Other,PhD,1,133042,296296,163254,122.70861833105336
Consultant,26,Other,High School,1,89882,155139,65257,72.6029683362631
Designer,42,Other,Master,7,107550,171879,64329,59.81311018131101
Software Engineer,42,Female,Master,20,188326,470994,282668,150.0950479487697
Software Engineer,52,Female,High School,19,139284,260474,121190,87.0092760116022
Designer,40,Other,Master,3,109459,174930,65471,59.81326341369828
Project Manager,50,Female,High School,10,83823,127093,43270,51.62067690252079
Designer,28,Male,High School,1,80859,116732,35873,44.364882078680175
Project Manager,41,Other,Bachelor,5,84105,136998,52893,62.8892455858748
Product Manager,39,Male,PhD,14,173549,402451,228902,131.8947386617036
Data Engineer,22,Male,PhD,0,173767,499543,325776,187.47863518389568
Product Manager,61,Male,Master,2,130214,266136,135922,104.38355322776354
Designer,41,Other,High School,19,92034,128574,36540,39.70271856053198
Data Scientist,44,Other,High School,5,99453,177266,77813,78.24097815048314
Software Engineer,38,Male,Master,1,159736,399492,239756,150.09515700906496
Project Manager,63,Female,Master,19,135772,236352,100580,74.08007542055799
Data Scientist,57,Female,Master,18,182065,392337,210272,115.49281849888774
Business Analyst,28,Male,Bachelor,0,88813,143979,55166,62.114780493846624
Project Manager,46,Female,High School,4,68282,103530,35248,51.621217890512874
DevOps Engineer,30,Male,PhD,3,158788,391719,232931,146.69307504345417
Product Manager,40,Female,Bachelor,11,121079,227281,106202,87.71298078114289
Project Manager,44,Other,Master,16,136749,244896,108147,79.08430774630894
Consultant,56,Male,Master,21,161188,312371,151183,93.79296225525474
DevOps Engineer,22,Male,High School,0,97419,183643,86224,88.50840185179483
Business Analyst,39,Female,PhD,15,146795,264753,117958,80.35559794270922
Data Scientist,50,Other,Master,17,189897,425413,235516,124.02302300720918
Designer,55,Female,Master,6,108235,169053,60818,56.190696170370025
Designer,30,Other,Master,8,112260,179406,67146,59.812934259754144
Data Engineer,26,Female,Master,3,170366,437884,267518,157.0254628270899
Business Analyst,49,Male,PhD,11,115140,207661,92521,80.35521973249956
Designer,41,Other,Master,5,103367,165194,61827,59.813093153520946
Project Manager,28,Male,High School,0,68036,107440,39404,57.91639720148157
Product Manager,63,Female,PhD,37,214736,478236,263500,122.70881454437077
Business Analyst,31,Female,Bachelor,9,95439,148213,52774,55.296052976246614
Business Analyst,52,Male,Bachelor,18,98978,150432,51454,51.98528966032856
Business Analyst,55,Other,Master,5,93901,154859,60958,64.91730652495713
Data Engineer,65,Female,Bachelor,14,129238,257216,127978,99.0250545505192
Data Scientist,53,Female,High School,2,102475,177588,75113,73.29885337887289
Designer,24,Other,Bachelor,0,87873,135163,47290,53.81630307375417
Software Engineer,23,Male,Master,1,148305,404702,256397,172.88493307710462
Project Manager,40,Female,High School,4,78240,118628,40388,51.620654396728014
Consultant,40,Male,Master,5,137349,275279,137930,100.42300999643246
Data Engineer,58,Male,Master,34,183728,417324,233596,127.14229730906557
Consultant,25,Male,PhD,1,153820,361152,207332,134.78871408139383
Designer,56,Male,High School,16,94253,129525,35272,37.42268150615896
Consultant,49,Female,High School,10,106077,174440,68363,64.44658125701142
Designer,24,Other,Master,2,124064,207541,83477,67.28543332473562
Project Manager,60,Other,High School,12,75700,112459,36759,48.55878467635403
Product Manager,31,Male,High School,0,87407,149657,62250,71.21855228986237
Designer,56,Male,PhD,2,107947,178023,70076,64.91704262276858
Business Analyst,63,Female,High School,33,89495,127882,38387,42.892899044639364
Business Analyst,27,Female,High School,0,66156,99898,33742,51.003688252010406
DevOps Engineer,37,Female,High School,8,111823,199315,87492,78.2415066667859
Business Analyst,32,Male,High School,5,73036,106305,33269,45.551508844953176
Designer,43,Female,Bachelor,19,110407,163429,53022,48.02412890487016
Software Engineer,54,Male,High School,21,144497,270223,125726,87.0094188806688
Product Manager,59,Female,Master,36,178350,364519,186169,104.38407625455565
Data Scientist,37,Male,Master,5,147669,330812,183143,124.02264524036866
Data Scientist,51,Female,PhD,12,177262,418778,241516,136.24803962496193
Product Manager,60,Male,Master,19,169350,346124,176774,104.38382049010923
Business Analyst,59,Other,Bachelor,4,83767,127313,43546,51.98467176811871
Data Scientist,53,Other,High School,25,126752,219660,92908,73.29904064630144
Data Engineer,60,Male,High School,3,97725,175941,78216,80.03683806600154
Project Manager,32,Male,PhD,0,118761,228219,109458,92.1666203551671
Software Engineer,52,Other,High School,5,116728,218292,101564,87.00911520800494
DevOps Engineer,39,Other,Master,0,132375,296550,164175,124.02266288951841
Data Engineer,22,Other,Master,0,164302,422298,257996,157.0254774744069
Designer,23,Other,PhD,1,117528,209286,91758,78.07331018991219
Product Manager,55,Female,High School,30,128938,215055,86117,66.78946470396625
DevOps Engineer,27,Male,Bachelor,0,132641,278506,145865,109.96976802044615
Product Manager,42,Female,Bachelor,12,138103,259238,121135,87.71351817122003
Project Manager,36,Female,High School,10,76615,116164,39549,51.62043986164589
Product Manager,52,Other,Master,12,146915,300270,153355,104.38348705033522
Business Analyst,23,Male,Master,1,105762,188334,82572,78.07341010949112
Designer,32,Male,Bachelor,7,91922,136067,44145,48.02441200147952
Product Manager,42,Female,Master,7,158558,336028,177470,111.92749656277199
Product Manager,52,Female,PhD,17,178254,396987,218733,122.7086068194823
Consultant,47,Female,Master,9,139472,279534,140062,100.42302397613858
DevOps Engineer,58,Male,PhD,21,215961,510203,294242,136.24774843606022
Consultant,37,Male,PhD,5,128350,279674,151324,117.89949357226335
Designer,54,Female,Master,8,109700,171341,61641,56.19051959890611
Project Manager,50,Female,High School,18,89808,136168,46360,51.6212364154641
Project Manager,26,Male,Master,1,101375,192089,90714,89.48360049321825
DevOps Engineer,23,Other,High School,0,108182,203932,95750,88.50825460797545
Software Engineer,63,Female,Master,24,182513,436855,254342,139.35555275514622
Data Engineer,27,Male,Bachelor,4,144310,318841,174531,120.94172268034093
Data Scientist,33,Female,Master,5,155435,348210,192775,124.02290346447067
Business Analyst,22,Male,PhD,0,107235,204770,97535,90.95444584324149
Software Engineer,51,Male,High School,8,104905,196182,91277,87.0091987989133
Business Analyst,65,Female,Master,25,123865,204275,80410,64.91745045008679
Project Manager,56,Female,Master,23,131644,229166,97522,74.08009480113033
Project Manager,38,Other,PhD,14,128750,247415,118665,92.16699029126214
Consultant,22,Other,Bachelor,0,109825,208100,98275,89.4832688367858
Data Engineer,26,Other,PhD,2,165721,476413,310692,187.4789555940406
Data Scientist,62,Other,Bachelor,22,157159,299190,142031,90.37407975362531
Business Analyst,47,Other,Master,0,82862,140204,57342,69.20180541140691
Data Scientist,28,Other,High School,3,110016,207389,97373,88.50803519488075
Product Manager,22,Male,PhD,0,154960,389408,234448,151.29581827568407
Data Engineer,57,Female,PhD,24,214251,536749,322498,150.52345146580413
Data Engineer,43,Male,High School,10,122781,227785,105004,85.5213754571147
Product Manager,39,Male,High School,17,110616,189396,78780,71.21935343892385
Data Scientist,42,Female,Bachelor,3,123277,242504,119227,96.7147156403871
Business Analyst,50,Other,Master,21,118159,199927,81768,69.20166893761795
Software Engineer,30,Other,PhD,0,151101,421371,270270,178.867115373161
DevOps Engineer,35,Female,PhD,10,188512,465046,276534,146.69304871838398
Business Analyst,41,Other,Bachelor,1,70487,109464,38977,55.29672138124761
Data Engineer,39,Male,Master,15,177546,420315,242769,136.7358318407624
Business Analyst,33,Other,Bachelor,2,79145,122909,43764,55.29597574072904
Software Engineer,63,Male,High School,8,115193,215422,100229,87.00962732110457
DevOps Engineer,30,Female,PhD,8,158264,390426,232162,146.69286761360766
Data Scientist,36,Male,Bachelor,5,126309,248468,122159,96.71440673269521
DevOps Engineer,65,Female,Bachelor,38,150402,286326,135924,90.37379822076834
Data Engineer,63,Female,Master,37,179390,407470,228080,127.14198115837003
Data Scientist,41,Other,Bachelor,15,157281,309395,152114,96.714797082928
Designer,35,Other,High School,0,78975,110330,31355,39.70243748021526
Product Manager,65,Female,PhD,4,137537,306307,168770,122.70879835971411
Consultant,24,Male,Bachelor,1,100476,190385,89909,89.48306063139457
Data Engineer,51,Male,Bachelor,8,122731,244265,121534,99.02469628700166
Data Engineer,34,Male,Bachelor,6,141323,291271,149948,106.10304055249323
Business Analyst,23,Male,Master,0,91943,163726,71783,78.073371545414
Data Scientist,34,Female,PhD,4,161816,399189,237373,146.69315766055274
Project Manager,46,Other,Master,1,100608,180173,79565,79.08416825699746
Business Analyst,24,Female,Master,0,91576,163072,71496,78.07285751725342
Consultant,27,Male,Bachelor,2,106295,201411,95116,89.48304247612776
Software Engineer,57,Male,Bachelor,1,110438,229742,119304,108.02803382893569
Data Scientist,42,Female,Bachelor,3,109264,214938,105674,96.71437985063699
Designer,51,Other,High School,17,89127,122480,33353,37.421881135907185
Project Manager,30,Male,Bachelor,2,89050,145053,56003,62.8893879842785
Consultant,32,Male,Master,7,134893,270356,135463,100.42255713787964
Project Manager,48,Female,PhD,18,150356,288934,138578,92.16659129000504
Business Analyst,54,Male,PhD,18,140704,246594,105890,75.25727768933363
Software Engineer,28,Other,Master,1,151159,412490,261331,172.88484311221958
Project Manager,49,Female,High School,20,103511,156944,53433,51.62060070910338
Product Manager,34,Other,Bachelor,11,132436,248600,116164,87.71331058020478
Business Analyst,39,Other,High School,17,77834,113289,35455,45.552072359123265
Business Analyst,22,Female,High School,0,66243,100029,33786,51.003124858475616
Data Scientist,59,Female,High School,23,130614,226353,95739,73.2991869171758
Consultant,38,Female,PhD,5,153442,334349,180907,117.89927138593083
Designer,60,Female,Bachelor,11,103128,149744,46616,45.20207896982391
Designer,28,Other,Master,1,124284,207909,83625,67.28541083325287
Product Manager,30,Female,High School,3,94689,162126,67437,71.21946583024427
Data Scientist,55,Female,Master,2,121962,262819,140857,115.49253046030732
Project Manager,40,Female,Master,2,100407,179813,79406,79.08412760066528
